nom,ville,pays,latitude,longitude
Trenčín Airport,Trencin,Slovakia,48.8650016785,17.9923000336
Poprad-Tatry Airport,Poprad,Slovakia,49.073600769,20.2411003113
North Caicos Airport,North Caicos,Turks and Caicos Islands,21.9175,-71.939598
Providenciales Airport,Providenciales,Turks and Caicos Islands,21.7735996246,-72.2658996582
South Caicos Airport,South Caicos,Turks and Caicos Islands,21.5156993866,-71.528503418
Arroyo Barril Airport,Samana,Dominican Republic,19.198600769,-69.4298019409
Maria Montez International Airport,Barahona,Dominican Republic,18.251499176,-71.1203994751
Cabo Rojo Airport,Cabo Rojo,Dominican Republic,17.9290008545,-71.6447982788
Casa De Campo International Airport,La Romana,Dominican Republic,18.4507007599,-68.9117965698
Punta Cana International Airport,Punta Cana,Dominican Republic,18.5673999786,-68.3634033203
Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,19.757900238,-70.5699996948
Las Américas International Airport,Santo Domingo,Dominican Republic,18.4297008514,-69.6688995361
San Isidro Air Base,San Isidoro,Dominican Republic,18.5037002563,-69.7617034912
Cibao International Airport,Santiago,Dominican Republic,19.4060993195,-70.6046981812
Bananera Airport,Bananera,Guatemala,15.4735002518,-88.8371963501
Coban Airport,Coban,Guatemala,15.4689998627,-90.4067001343
La Aurora Airport,Guatemala City,Guatemala,14.5833,-90.527496
Retalhuleu Airport,Retalhuleu,Guatemala,14.5209999084,-91.697303772
San José Airport,San Jose,Guatemala,13.9362001419,-90.8358001709
Goloson International Airport,La Ceiba,Honduras,15.7425,-86.852997
Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,15.4526,-87.923599
La Laguna Airport,Guanaja,Honduras,16.4454,-85.906601
Juan Manuel Galvez International Airport,Roatan,Honduras,16.316799,-86.523003
Tela Airport,Tela,Honduras,15.7759,-87.4758
Toncontín International Airport,Tegucigalpa,Honduras,14.0608997345,-87.2172012329
Trujillo Airport,Trujillo,Honduras,15.9268,-85.938202
Boscobel Aerodrome,Ocho Rios,Jamaica,18.4041996002,-76.96900177
Norman Manley International Airport,Kingston,Jamaica,17.9356994629,-76.7874984741
Sangster International Airport,Montego Bay,Jamaica,18.5037002563,-77.9133987427
Ken Jones Airport,Port Antonio,Jamaica,18.1987991333,-76.5345001221
Tinson Pen Airport,Kingston,Jamaica,17.9885997772,-76.8237991333
General Juan N Alvarez International Airport,Acapulco,Mexico,16.7570991516,-99.7539978027
Del Norte International Airport,Monterrey,Mexico,25.865601,-100.237
Jesús Terán Paredo International Airport,Aguascalientes,Mexico,21.705601,-102.318001
Bahías de Huatulco International Airport,Huatulco,Mexico,15.7753,-96.262604
General Mariano Matamoros Airport,Cuernavaca,Mexico,18.8348007202,-99.2612991333
Ciudad Acuña New International Airport,Ciudad Acuna,Mexico,29.332899,-101.098998
Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,18.6536998749,-91.7990036011
Nuevo Casas Grandes Airport,Nuevo Casas Grandes,Mexico,30.3974,-107.875
Chilpancingo Airport,Chilpancingo,Mexico,17.574239,-99.515424
Bachigualato Federal International Airport,Culiacan,Mexico,24.7644996643,-107.474998474
Chetumal International Airport,Chetumal,Mexico,18.504699707,-88.3267974854
Ciudad Obregón International Airport,Ciudad Obregon,Mexico,27.3925991058,-109.8330001831
Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,19.8167991638,-90.5002975464
Abraham González International Airport,Ciudad Juarez,Mexico,31.636100769,-106.4290008545
General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,28.7028999329,-105.964996338
General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,23.7033004761,-98.9564971924
Cozumel International Airport,Cozumel,Mexico,20.5223999023,-86.9255981445
General Guadalupe Victoria International Airport,Durango,Mexico,24.1242008209,-104.527999878
Amado Nervo National Airport,Tepic,Mexico,21.4195,-104.843002
Ensenada International Airport,Ensenada,Mexico,31.7953,-116.602997
Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,20.5217990875,-103.3109970093
General José María Yáñez International Airport,Guaymas,Mexico,27.9689998627,-110.9250030518
Tehuacan Airport,Tehuacan,Mexico,18.4972000122,-97.4198989868
General Ignacio P. Garcia International Airport,Hermosillo,Mexico,29.0958995819,-111.047996521
Licenciado Miguel de la Madrid Airport,Colima,Mexico,19.277,-103.577002
Isla Mujeres Airport,Isla Mujeres,Mexico,21.2450008392,-86.7399978638
Plan De Guadalupe International Airport,Saltillo,Mexico,25.5494995117,-100.9290008545
Ixtepec Airport,Iztepec,Mexico,16.449301,-95.093697
Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,18.0016994476,-102.221000671
Valle del Fuerte International Airport,Los Mochis,Mexico,25.6851997375,-109.081001282
Del Bajío International Airport,Del Bajio,Mexico,20.9935,-101.481003
Manuel Márquez de León International Airport,La Paz,Mexico,24.0727005005,-110.361999512
Loreto International Airport,Loreto,Mexico,25.989200592,-111.3479995728
General Servando Canales International Airport,Matamoros,Mexico,25.7698993683,-97.5252990723
Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,20.9370002747,-89.657699585
General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,32.6306,-115.241997
General Francisco J. Mujica International Airport,Morelia,Mexico,19.849899292,-101.025001526
Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,18.1033992767,-94.5807037354
Monclova International Airport,Monclova,Mexico,26.9557,-101.470001
Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098
General Mariano Escobedo International Airport,Monterrey,Mexico,25.7784996033,-100.107002258
General Rafael Buelna International Airport,Mazatlan,Mexico,23.1613998413,-106.26599884
Nogales International Airport,Nogales,Mexico,31.2261009216,-110.9759979248
Quetzalcóatl International Airport,Nuevo Laredo,Mexico,27.4438991547,-99.5705032349
Xoxocotlán International Airport,Oaxaca,Mexico,16.9999008179,-96.726600647
El Tajín National Airport,Poza Rico,Mexico,20.6026992798,-97.4608001709
Hermanos Serdán International Airport,Puebla,Mexico,19.1581001282,-98.3713989258
Ingeniero Juan Guillermo Villasana Airport,Pachuca,Mexico,20.0774,-98.782501
Mar de Cortés International Airport,Punta Penasco,Mexico,31.351987,-113.305177
Piedras Negras International Airport,Piedras Negras,Mexico,28.627399,-100.535004
Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,19.3966999054,-102.0390014648
Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,20.6800994873,-105.2539978027
Puerto Escondido International Airport,Puerto Escondido,Mexico,15.8769,-97.089103
Querétaro Intercontinental Airport,Queretaro,Mexico,20.6173,-100.185997
General Lucio Blanco International Airport,Reynosa,Mexico,26.0089,-98.2285
Los Cabos International Airport,San Jose Del Cabo,Mexico,23.1518001556,-109.7210006714
San Felipe International Airport,San Filipe,Mexico,30.9302005768,-114.8089981079
Ponciano Arriaga International Airport,San Luis Potosi,Mexico,22.2542991638,-100.930999756
Tlaxcala Airport,Tlaxcala,Mexico,19.537992,-98.173492
Terán Air Base,Tuxtla Gutierrez,Mexico,16.739901,-93.173301
Francisco Sarabia International Airport,Torreon,Mexico,25.5683002472,-103.411003113
Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,16.5636005402,-93.0224990845
General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,32.5410995483,-116.9700012207
General Francisco Javier Mina International Airport,Tampico,Mexico,22.2964000702,-97.8658981323
Tamuin Airport,Tamuin,Mexico,22.0383,-98.806502
Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,19.3370990753,-99.5660018921
Tapachula International Airport,Tapachula,Mexico,14.7943000793,-92.3700027466
Cancún International Airport,Cancun,Mexico,21.0365009308,-86.8770980835
Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,17.9969997406,-92.8173980713
General Heriberto Jara International Airport,Vera Cruz,Mexico,19.1459007263,-96.1873016357
General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,22.8971004486,-102.68699646
Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,17.601600647,-101.460998535
Zamora Airport,Zamora,Mexico,20.045,-102.276001
Playa De Oro International Airport,Manzanillo,Mexico,19.1448001862,-104.558998108
Zapopan Airport,Zapopan,Mexico,20.747922,-103.461709
Bluefields Airport,Bluefields,Nicaragua,11.9910001755,-83.7741012573
Los Brasiles Airport,Los Brasiles,Nicaragua,12.1899995804,-86.3538970947
Leon (Fanor Urroz) Airport,Leon,Nicaragua,12.4292001724,-86.9028015137
Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,12.141500473,-86.1681976318
Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,14.0472002029,-83.3867034912
Bocas Del Toro International Airport,Bocas Del Toro,Panama,9.3408498764,-82.2508010864
Cap Manuel Niño International Airport,Changuinola,Panama,9.458962,-82.515062
Enrique Malek International Airport,David,Panama,8.390999794,-82.4349975586
Panama Pacific International Airport,Howard,Panama,8.91479,-79.599602
Marcos A. Gelabert International Airport,Panama,Panama,8.9733400345,-79.5556030273
Ruben Cantu Airport,Santiago,Panama,8.0855998993,-80.9452972412
Tocumen International Airport,Panama City,Panama,9.0713596344,-79.3834991455
Buenos Aires Airport,Buenos Aires,Costa Rica,9.163949,-83.330171
Coto 47 Airport,Coto 47,Costa Rica,8.601559639,-82.9685974121
Chacarita Airport,Chacarita,Costa Rica,9.9814100266,-84.7726974487
El Carmen de Siquirres Airport,El Carmen,Costa Rica,10.2019996643,-83.4721984863
Finca 10 / Nuevo Palmar Sur Airport,Finca 10,Costa Rica,8.9163503647,-83.5073013306
Golfito Airport,Golfito,Costa Rica,8.654009819,-83.1821975708
Guapiles Airport,Guapiles,Costa Rica,10.2172002792,-83.7969970703
Daniel Oduber Quiros International Airport,Liberia,Costa Rica,10.5933,-85.544403
Los Chiles Airport,Los Chiles,Costa Rica,11.0353002548,-84.7061004639
Limon International Airport,Limon,Costa Rica,9.9579601288,-83.0220031738
Nosara Airport,Nosara Beach,Costa Rica,9.9764900208,-85.6529998779
Juan Santamaria International Airport,San Jose,Costa Rica,9.9938602448,-84.2088012695
Pandora Airport,Pandora,Costa Rica,9.732170105,-82.9832000732
Palmar Sur Airport,Palmar Sur,Costa Rica,8.9510297775,-83.4685974121
Quepos Managua Airport,Quepos,Costa Rica,9.4431600571,-84.1297988892
Santa Clara De Guapiles Airport,Santa Clara,Costa Rica,10.2882995605,-83.7135009766
San Vito De Java Airport,San Vito De Jaba,Costa Rica,8.8261098862,-82.9589004517
Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,13.4409,-89.055702
Ilopango International Airport,San Salvador,El Salvador,13.6995000839,-89.1199035645
Les Cayes Airport,Cayes,Haiti,18.2710990906,-73.7882995605
Cap Haitien International Airport,Cap Haitien,Haiti,19.733,-72.194702
Jacmel Airport,Jacmel,Haiti,18.2411003113,-72.5185012817
Toussaint Louverture International Airport,Port-au-prince,Haiti,18.5799999237,-72.2925033569
Gustavo Rizo Airport,Baracoa Playa,Cuba,20.3652992249,-74.5062026978
Carlos Manuel de Cespedes Airport,Bayamo,Cuba,20.3964004517,-76.6213989258
Maximo Gomez Airport,Ciego De Avila,Cuba,22.0270996094,-78.7895965576
Jardines Del Rey Airport,Cunagua,Cuba,22.4610004425,-78.3283996582
Jaime Gonzalez Airport,Cienfuegos,Cuba,22.1499996185,-80.4141998291
Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,21.6165008545,-81.5459976196
Ignacio Agramonte International Airport,Camaguey,Cuba,21.42029953,-77.8475036621
Antonio Maceo International Airport,Santiago De Cuba,Cuba,19.9698009491,-75.8354034424
Florida Airport,Florida,Cuba,21.4997005463,-78.202796936
Leeward Point Field,Guantanamo,Cuba,19.9064998627,-75.2070999146
Mariana Grajales Airport,Guantanamo,Cuba,20.0853004456,-75.1583023071
José Martí International Airport,Havana,Cuba,22.989200592,-82.4091033936
Frank Pais International Airport,Holguin,Cuba,20.7856006622,-76.3151016235
La Coloma Airport,La Coloma,Cuba,22.3360996246,-83.6418991089
Orestes Acosta Airport,Moa,Cuba,20.6539001465,-74.922203064
Sierra Maestra Airport,Manzanillo,Cuba,20.2880992889,-77.0892028809
Rafael Cabrera Airport,Nueva Gerona,Cuba,21.8346996307,-82.7837982178
Playa Baracoa Airport,Baracoa Playa,Cuba,23.0328006744,-82.5793991089
Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,22.4214000702,-83.6783981323
San Antonio De Los Banos Airport,San Antonio De Banos,Cuba,22.8715000153,-82.5093002319
Abel Santamaria Airport,Santa Clara,Cuba,22.4922008514,-79.9436035156
Joaquín de Agüero Airport,Santa Lucia,Cuba,21.5094559067,-77.0205974579
Siguanea Airport,Siguanea,Cuba,21.6424999237,-82.9551010132
Sancti Spiritus Airport,Sancti Spiritus,Cuba,21.9704,-79.442703
Juan Gualberto Gomez International Airport,Varadero,Cuba,23.0344009399,-81.4353027344
Hermanos Ameijeiras Airport,Las Tunas,Cuba,20.9876003265,-76.935798645
Gerrard Smith International Airport,Cayman Brac,Cayman Islands,19.6870002747,-79.8827972412
Owen Roberts International Airport,Georgetown,Cayman Islands,19.2928009033,-81.3576965332
Clarence A. Bain Airport,Clarence Bain,Bahamas,24.2877006531,-77.6846008301
Andros Town Airport,Andros Town,Bahamas,24.6979007721,-77.7956008911
Leonard M Thompson International Airport,Marsh Harbor,Bahamas,26.5114,-77.083503
San Andros Airport,San Andros,Bahamas,25.0538005829,-78.0490036011
Spring Point Airport,Spring Point,Bahamas,22.4417991638,-73.9709014893
Sandy Point Airport,Sandy Point,Bahamas,26.0046005249,-77.3955001831
Treasure Cay Airport,Treasure Cay,Bahamas,26.745300293,-77.3912963867
Chub Cay Airport,Chub Cay,Bahamas,25.4171009064,-77.880897522
Great Harbour Cay Airport,Bullocks Harbour,Bahamas,25.7383,-77.840103
South Bimini Airport,Alice Town,Bahamas,25.6998996735,-79.2647018433
Exuma International Airport,Great Exuma,Bahamas,23.5625991821,-75.8779983521
George Town Airport,George Town,Bahamas,23.4666996002,-75.7817001343
North Eleuthera Airport,North Eleuthera,Bahamas,25.474899292,-76.6835021973
Governor's Harbour Airport,Governor's Harbor,Bahamas,25.2847003937,-76.3310012817
Normans Cay Airport,Norman's Cay,Bahamas,24.5942993164,-76.8201980591
Rock Sound Airport,Rock Sound,Bahamas,24.8950787333,-76.1768817902
Staniel Cay Airport,Staniel Cay,Bahamas,24.1690998077,-76.4391021729
Grand Bahama International Airport,Freeport,Bahamas,26.5587005615,-78.695602417
Inagua Airport,Matthew Town,Bahamas,20.9750003815,-73.6669006348
Deadman's Cay Airport,Dead Man's Cay,Bahamas,23.1790008545,-75.0935974121
Stella Maris Airport,Stella Maris,Bahamas,23.582317,-75.268621
Mayaguana Airport,Mayaguana,Bahamas,22.379499,-73.013494
Lynden Pindling International Airport,Nassau,Bahamas,25.0389995575,-77.4662017822
Duncan Town Airport,Duncan Town,Bahamas,22.1818008423,-75.7294998169
Rum Cay Airport,Port Nelson,Bahamas,23.6844005585,-74.8361968994
San Salvador Airport,Cockburn Town,Bahamas,24.0632991791,-74.5240020752
Philip S. W. Goldson International Airport,Belize City,Belize,17.539100647,-88.3081970215
Aitutaki Airport,Aitutaki,Cook Islands,-18.8309001923,-159.7640075684
Rarotonga International Airport,Avarua,Cook Islands,-21.2026996613,-159.805999756
Nadi International Airport,Nandi,Fiji,-17.755399704,177.4429931641
Nausori International Airport,Nausori,Fiji,-18.0433006287,178.5590057373
Fua'amotu International Airport,Tongatapu,Tonga,-21.2411994934,-175.1499938965
Vava'u International Airport,Vava'u,Tonga,-18.5853004456,-173.9620056152
Bonriki International Airport,Tarawa,Kiribati,1.3816399574,173.1470031738
Tabiteuea North Airport,Tabiteuea North,Kiribati,-1.2244700193,174.7760009766
Hihifo Airport,Wallis,Wallis and Futuna,-13.2383003235,-176.199005127
Faleolo International Airport,Faleolo,Samoa,-13.8299999237,-172.0079956055
Pago Pago International Airport,Pago Pago,American Samoa,-14.3310003281,-170.710006714
Rurutu Airport,Rurutu,French Polynesia,-22.4340991974,-151.3609924316
Tubuai Airport,Tubuai,French Polynesia,-23.3654003143,-149.5240020752
Anaa Airport,Anaa,French Polynesia,-17.3526000977,-145.5099945068
Fangatau Airport,Fangatau,French Polynesia,-15.819899559,-140.8869934082
Tikehau Airport,Tikehau,French Polynesia,-15.119600296,-148.2310028076
Reao Airport,Reao,French Polynesia,-18.4659004211,-136.4400024414
Fakarava Airport,Fakarava,French Polynesia,-16.0541000366,-145.6569976807
Manihi Airport,Manihi,French Polynesia,-14.4368000031,-146.0700073242
Totegegie Airport,Totegegie,French Polynesia,-23.0799007416,-134.8899993896
Kaukura Airport,Kaukura Atoll,French Polynesia,-15.6632995605,-146.8849945068
Makemo Airport,Makemo,French Polynesia,-16.5839004517,-143.6580047607
Puka Puka Airport,Puka Puka,French Polynesia,-14.8094997406,-138.81300354
Takapoto Airport,Takapoto,French Polynesia,-14.7095003128,-145.2460021973
Arutua Airport,Arutua,French Polynesia,-15.2482995987,-146.6170043945
Mataiva Airport,Mataiva,French Polynesia,-14.8681001663,-148.7169952393
Takaroa Airport,Takaroa,French Polynesia,-14.4558000565,-145.0249938965
Nuku Hiva Airport,Nuku Hiva,French Polynesia,-8.7955999374,-140.2290039063
Bora Bora Airport,Bora Bora,French Polynesia,-16.4444007874,-151.7510070801
Rangiroa Airport,Rangiroa,French Polynesia,-14.9542999268,-147.6609954834
Huahine-Fare Airport,Huahine Island,French Polynesia,-16.6872005463,-151.0220031738
Moorea Airport,Moorea,French Polynesia,-17.49,-149.761993
Hao Airport,Hao Island,French Polynesia,-18.0748004913,-140.9459991455
Maupiti Airport,Maupiti,French Polynesia,-16.4265003204,-152.2440032959
Raiatea Airport,Raiatea Island,French Polynesia,-16.7229,-151.466003
Bauerfield International Airport,Port-vila,Vanuatu,-17.699300766,168.3200073242
Koné Airport,Kone,New Caledonia,-21.0543003082,164.8370056152
Koumac Airport,Koumac,New Caledonia,-20.5463008881,164.2559967041
Lifou Airport,Lifou,New Caledonia,-20.7747993469,167.2400054932
Nouméa Magenta Airport,Noumea,New Caledonia,-22.2583007813,166.4730072021
Maré Airport,Mare,New Caledonia,-21.4817008972,168.0379943848
Touho Airport,Touho,New Caledonia,-20.7900009155,165.2590026855
Ouvéa Airport,Ouvea,New Caledonia,-20.6406002045,166.5729980469
La Tontouta International Airport,Noumea,New Caledonia,-22.0146007538,166.2129974365
Auckland International Airport,Auckland,New Zealand,-37.0080986023,174.792007446
Taupo Airport,Taupo,New Zealand,-38.7397003174,176.0839996338
Ardmore Airport,Ardmore,New Zealand,-37.0297012329,174.9730072021
Christchurch International Airport,Christchurch,New Zealand,-43.4893989563,172.5319976807
Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,-43.8100013733,-176.4570007324
Dunedin Airport,Dunedin,New Zealand,-45.9281005859,170.1979980469
Gisborne Airport,Gisborne,New Zealand,-38.6632995605,177.9779968262
Glentanner Airport,Glentanner,New Zealand,-43.9067001343,170.1280059814
Hokitika Airfield,Hokitika,New Zealand,-42.7136001587,170.9850006104
Hamilton International Airport,Hamilton,New Zealand,-37.8666992188,175.332000732
Hastings Aerodrome,Hastings,New Zealand,-39.646702,176.766998
Kerikeri Airport,Kerikeri,New Zealand,-35.2627983093,173.9120025635
Kaitaia Airport,Kaitaia,New Zealand,-35.0699996948,173.2850036621
Alexandra Airport,Alexandra,New Zealand,-45.2117004395,169.3730010986
Mount Cook Airport,Mount Cook,New Zealand,-43.7649993896,170.1329956055
Manapouri Airport,Manapouri,New Zealand,-45.5331001282,167.6499938965
Hood Airport,Masterton,New Zealand,-40.9733009338,175.6340026855
New Plymouth Airport,New Plymouth,New Zealand,-39.0085983276,174.1790008545
Nelson Airport,Nelson,New Zealand,-41.2983016968,173.220993042
Invercargill Airport,Invercargill,New Zealand,-46.412399292,168.31300354
RNZAF Base Ohakea,Ohakea,New Zealand,-40.2060012817,175.3880004883
Oamaru Airport,Oamaru,New Zealand,-44.9700012207,171.0820007324
Palmerston North Airport,Palmerston North,New Zealand,-40.3205986023,175.6170043945
Paraparaumu Airport,Paraparaumu,New Zealand,-40.9047012329,174.9889984131
Queenstown International Airport,Queenstown International,New Zealand,-45.0210990906,168.738998413
Rotorua Regional Airport,Rotorua,New Zealand,-38.1091995239,176.3170013428
Waiouru Airport,Waiouru,New Zealand,-39.4463996887,175.6580047607
South Pole Station Airport,Stephen's Island,Antarctica,-90,0
Tauranga Airport,Tauranga,New Zealand,-37.6719017029,176.1959991455
Timaru Airport,Timaru,New Zealand,-44.3027992249,171.2250061035
Pukaki Airport,Pukaki,New Zealand,-44.2350006104,170.117996216
Woodbourne Airport,Woodbourne,New Zealand,-41.5182991028,173.8699951172
Williams Field,Weydon,Antarctica,-77.867401123,167.0570068359
Wanaka Airport,Wanaka,New Zealand,-44.7221984863,169.2460021973
Wigram Airport,Wigram,New Zealand,-43.5511016846,172.552993774
Whakatane Airport,Whakatane,New Zealand,-37.9206008911,176.9140014648
Wellington International Airport,Wellington,New Zealand,-41.3272018433,174.804992676
Wairoa Airport,Wairoa,New Zealand,-39.0069007874,177.4069976807
RNZAF Base Auckland-Whenuapai,Whenuapai,New Zealand,-36.7877998352,174.6300048828
Whangarei Airport,Whangarei,New Zealand,-35.7682991028,174.3650054932
Westport Airport,Westport,New Zealand,-41.7380981445,171.5809936523
Wanganui Airport,Wanganui,New Zealand,-39.9622001648,175.0249938965
Herat Airport,Herat,Afghanistan,34.2099990845,62.2282981873
Jalalabad Airport,Jalalabad,Afghanistan,34.3997993469,70.4985961914
Hamid Karzai International Airport,Kabul,Afghanistan,34.565899,69.212303
Kandahar Airport,Kandahar,Afghanistan,31.5058002472,65.8478012085
Maimana Airport,Maimama,Afghanistan,35.9308013916,64.7609024048
Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,36.7069015503,67.2097015381
Shindand Airport,Shindand,Afghanistan,33.3913002014,62.2610015869
Sheberghan Airport,Sheberghan,Afghanistan,36.7508010864,65.9132003784
Konduz Airport,Kunduz,Afghanistan,36.6651000977,68.9107971191
Bahrain International Airport,Bahrain,Bahrain,26.2707996368,50.6335983276
Sheik Isa Air Base,Bahrain,Bahrain,25.9183998108,50.5905990601
Abha Regional Airport,Abha,Saudi Arabia,18.2404003143,42.6566009521
Al Ahsa Airport,Al-ahsa,Saudi Arabia,25.2852993011,49.4851989746
Al Baha Airport,El-baha,Saudi Arabia,20.2961006165,41.6343002319
Bisha Airport,Bisha,Saudi Arabia,19.9843997955,42.6208992004
Abqaiq Airport,Abqaiq,Saudi Arabia,25.9113006592,49.5912017822
King Fahd International Airport,Dammam,Saudi Arabia,26.471200943,49.7979011536
King Abdulaziz Air Base,Dhahran,Saudi Arabia,26.2653999329,50.1520004272
Jizan Regional Airport,Gizan,Saudi Arabia,16.9011001587,42.5858001709
Gassim Airport,Gassim,Saudi Arabia,26.3027992249,43.7743988037
Gurayat Domestic Airport,Guriat,Saudi Arabia,31.412413,37.278898
Ha'il Airport,Hail,Saudi Arabia,27.437901,41.686298
Jubail Airport,Jubail,Saudi Arabia,27.0389995575,49.4051017761
King Faisal Naval Base,Jeddah,Saudi Arabia,21.3481006622,39.1730003357
King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.156502
King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,27.9009,45.528198
Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,24.5534,39.705101
Nejran Airport,Nejran,Saudi Arabia,17.6114006042,44.4192008972
Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,28.335199,46.125099
Pump Station 3 Airport,Petroline 3,Saudi Arabia,25.1744995117,47.4883995056
Pump Station 6 Airport,Petroline 6,Saudi Arabia,24.7103004456,44.9645004272
Pump Station 10 Airport,Petroline 10,Saudi Arabia,24.1072998047,41.0359992981
Rabigh Airport,Rabigh,Saudi Arabia,22.7026004791,39.0698013306
Rafha Domestic Airport,Rafha,Saudi Arabia,29.6263999939,43.4906005859
King Khaled International Airport,Riyadh,Saudi Arabia,24.9575996399,46.6987991333
Ras Mishab Airport,Rash Mishab,Saudi Arabia,28.0795993805,48.611000061
Arar Domestic Airport,Arar,Saudi Arabia,30.9066009521,41.1381988525
Ras Tanura Airport,Ras Tanura,Saudi Arabia,26.7231006622,50.0307998657
Sharurah Airport,Sharurah,Saudi Arabia,17.4668998718,47.1213989258
Sulayel Airport,Sulayel,Saudi Arabia,20.4647006989,45.6195983887
Tabuk Airport,Tabuk,Saudi Arabia,28.3654,36.6189
Ta’if Regional Airport,Taif,Saudi Arabia,21.483001,40.543442
Thumamah Airport,Thumamah,Saudi Arabia,25.2129993439,46.6409988403
Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,27.8677997589,48.7691001892
Turaif Domestic Airport,Turaif,Saudi Arabia,31.692188,38.731544
Al Wajh Domestic Airport,Wejh,Saudi Arabia,26.198600769,36.476398468
Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,24.144199,38.0634
Abadan Airport,Abadan,Iran,30.371099472,48.2282981873
Dezful Airport,Dezful,Iran,32.434399,48.397598
Aghajari Airport,Aghajari,Iran,30.7444,49.6772
Gachsaran Airport,Gachsaran,Iran,30.337600708,50.827999115
Shahid Asyaee Airport,Masjed Soleiman,Iran,32.0023994446,49.270401001
Omidiyeh Airport,Omidyeh,Iran,30.8351993561,49.5349006653
Mahshahr Airport,Bandar Mahshahr,Iran,30.5562000275,49.1519012451
Ahwaz Airport,Ahwaz,Iran,31.3374004364,48.7620010376
Abu Musa Island Airport,Abumusa I.,Iran,25.8757,55.033001
Bushehr Airport,Bushehr,Iran,28.9447994232,50.8345985413
Bastak Airport,Bastak,Iran,27.2126998901,54.3185997009
Asaloyeh Airport,Golbandi,Iran,27.4814,52.615501
Kish International Airport,Kish Island,Iran,26.5261993408,53.9802017212
Bandar Lengeh Airport,Bandar Lengeh,Iran,26.531999588,54.824798584
Khark Island Airport,Khark Island,Iran,29.2602996826,50.3238983154
Sirri Island Airport,Siri Island,Iran,25.9088993073,54.5393981934
Lavan Island Airport,Lavan Island,Iran,26.810300827,53.356300354
Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,34.3459014893,47.1581001282
Sanandaj Airport,Sanandaj,Iran,35.2458992004,47.0092010498
Hesa Airport,Daran,Iran,32.9289016724,51.5611000061
Shahid Vatan Pour Air Base,Esfahan,Iran,32.5670013428,51.6916007996
Kashan Airport,Kashan,Iran,33.895302,51.577
Esfahan Shahid Beheshti International Airport,Esfahan,Iran,32.7508010864,51.8613014221
Badr Air Base,Sepah,Iran,32.6211013794,51.6969985962
Sardar-e-Jangal Airport,Rasht,Iran,37.323333,49.617778
Arak Airport,Arak,Iran,34.1380996704,49.8473014832
Ghazvin Azadi Airport,Abe-ali,Iran,35.9520988464,50.4508018494
Kushke Nosrat Airport,Kushke Nosrat,Iran,34.9840011597,50.8061981201
Doshan Tappeh Air Base,Teheran,Iran,35.702999115,51.4751014709
Ghale Morghi Airport,Teheran,Iran,35.6447982788,51.3806991577
Mehrabad International Airport,Teheran,Iran,35.689201355,51.3134002686
Qazvin Airport,Ghazvin,Iran,36.240101,50.0471
Naja Airport,Khoram Dareh,Iran,35.7762985229,50.8810005188
Bandar Abbas International Airport,Bandar Abbas,Iran,27.2182998657,56.3777999878
Jiroft Airport,Jiroft,Iran,28.7269001007,57.67029953
Kerman Airport,Kerman,Iran,30.2744007111,56.9510993958
Havadarya Airport,Bandar Abbas,Iran,27.1583003998,56.1725006104
Dayrestan Airport,Gheshm I.,Iran,26.7546005249,55.9024009705
Sirjan Airport,Sirjan,Iran,29.5508995056,55.6726989746
