Cadre d'exercice professionnel,,,,,,,,mot-clé pour API,,,,,,,Déduction orientation guichet,,,,,,Contrôle de cohérence si activité principale,,,,,liste référénce,,,Métiers d'art,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,,,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,,,,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,,,,,,,,SI Type Personne = P et si microentreprise =false,,,,
CodeN1,"Niv. 1 
(Domaine d'activité général)",CodeN2,"Niv. 2
(précision sur le domaine d'activité)",CodeN3,"Niv. 3
(précision du type d'exercice professionnel si besoin)",CodeN4,"Niv. 4
(précision détaillée du type de profession si besoin)",MOT SPECIFIQUE,MOT GENERIQUE,Autres,,mot d'exclusion,Code final,,Affiliation si principale (hors prolongement agricole),Caisse de retraite spéciale,Forme exercice Activité si  effectif < 11 (hors prolongement agricole),Forme exercice d'activité si JQPA non revendiquée (hors proongement agricole),Forme exercice Activité si prolongement agricole,RESEAU ASSISTANCE,Codes APE compatibles,déduction de precisionActivite,"si microEntreprise = true, déduction de regimeImpositionBenefices",,,Affiliateur,Forme d'activité,Encodage ACOSS,,Régime d'imposition des bénéfices,"Si Micro BIC =""null""","Si Réel simplifié BIC =""null""","Si Réel normal BIC = ""null""","Si Régime d'imposition à l'IS = ""true""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""",Si Franchise en base TVA = false ,Si Réel simplifié TVA = false,Si Réel normal TVA = false,Si Mini réel TVA = false ,"Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an",Régime d'imposition des bénéfices (1) ,"Si Déclaration Contrôlée BNC =""null""","Régime Spécial BNC =""null""","Si Régime d'imposition à l'IS = ""true""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""",Si Franchise en base TVA = false ,Si Réel simplifié TVA = false,Si Réel normal TVA = false,Si Mini réel TVA = false ,Assujettissement à la TVA en cas d’opérations imposables sur option = false,"Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an",Option pour la tenue d’une comptabilité créances/dettes,Régime d'imposition des bénéficces (1) ,"Si Micro BA =""null""","SI Réel simplifié BA =""null""",Si Réel normal BA = null,Si Forfait forestier = null,Revenus fonciers,"Si Régime d'imposition à l'IS = ""true"" ","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""",Exercice d’activités accessoires de nature agricole,Exercice d’activités accessoires de nature agricole et Micro BIC = null,Exercice d’activités accessoires de nature agricole et Réel simplifié BIC = null,Exercice d’activités accessoires de nature agricole et Réel Normal BIC = null,Exercice d’activités accessoires de nature agricole et Spécial BNC = null,“Option pour la tenue d’une comptabilité créances/dettes”,Régime d'imposition à la TVA,Si Remboursement forfaitaire agricole = null,Option particulière à la TVA : Pour la TVA en tant que bailleur de biens ruraux,Option particulière à la TVA : Pour de dépôt d’une déclaration de régularisation portant sur l’exercice comptable,Option particulière à la TVA : Pour le dépôt de déclarations trimestrielles sur la base des recettes réalisées,Option particulière à la TVA : pour le dépôt de déclarations mensuelles sur la base de recettes réalisées,“Régime d’imposition de la TVA (activités accessoires de nature agricole),Si Franchise en base TVA= null,Si Réel simplifié TVA = null,Si Réel normal TVA = null,Assujettissement à la TVA en cas d’opérations imposables sur option,"Option pour le dépôt de déclarations trimestrielles, si TVA inférieure à 4000€/an",Régime d'imposition des bénéfices (1) ,,,Régime d'imposition à la TVA,si Régime simplifié TVA = null
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",02,Production et distribution de combustibles gazeux,00,,00,,"producteur, transporteur, distributeur, gazier, vendeur, négociant","gaz, pipeline, naturel, synthèse, gazoduc,",,,,04020000,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,35.21Z  ; 35.22Z  ; 35.23Z,"""04""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",03,Production et distribution de vapeur et d'air conditionné,00,,00,,"producteur, transporteur, distributeur, climatiseur, vaporiste","vapeur,air,conditionné,chaleur, froid",,,,04030000,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,35.30Z,"""04""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",04,"Captage, traitement et distribution d'eau",00,,00,,"producteur, transporteur, distributeur, sourcier","eau, réseau",,,,04040000,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,36.00Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",05,Collecte et traitement des eaux usées,01,Collecte et traitement des eaux usées,00,,"collecteur, recycleur","eau, eaux usées, reryclage, traitement,retraitement, collecte, transport,réseau,vidange, puisards, puits,toilettes",usine,fosse septique,,04050100,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,37.00Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",05,Collecte et traitement des eaux usées,02,Entretien de fosses septiques.,00,,"réparateur, artisan, nettoyeur, plombier","fosse septique,assainissement,cuve",,,,04050200,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,37.00Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",06,"Collecte, traitement et élimination des déchets ; récupération",01,Collecte des déchets non dangereux,00,,"collecteur, recycleur, nettoyeur","ordure, déchet, ménager, industriel,collecte, détritus,décombre, encombrant",,,,04060100,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,38.11Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",06,"Collecte, traitement et élimination des déchets ; récupération",02,Collecte des déchets dangereux,00,,"collecteur, recycleur, nettoyeur","huiles usagées de navires, de garages
huiles et graisses de cuisson usagées
déchets biologiques dangereux, animaux morts, toxique, contaminé, déchet, détritus,reste,, nocif,

piles usagées",,,,04060200,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,38.12Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",06,"Collecte, traitement et élimination des déchets ; récupération",03,Collecte des déchets nucléaires.,00,,"collecteur, recycleur, nettoyeur","déchets nucléaires, radioactif,déchet, matière",,,,04060300,,ACOSS,,ARTISANALE,COMMERCIALE,Non applicable,,38.12Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",06,"Collecte, traitement et élimination des déchets ; récupération",04,Traitement et élimination des déchets non dangereux,01,Au service exclusif des exploitations agricoles,"collecteur, recycleur, nettoyeur","agricole, ordure, déchet, ménager, industriel,collecte, détritus,décombre, encombrant, lie, bousin, tartre, ",,,,04060401,,MSA,,AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),,38.21Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",06,"Collecte, traitement et élimination des déchets ; récupération",04,Traitement et élimination des déchets non dangereux,02,Autre,"collecteur, recycleur","agricole, ordure, déchet, ménager, industriel,collecte, détritus,décombre, encombrant, ",,,agricole,04060402,,ACOSS,,COMMERCIALE,COMMERCIALE,Non applicable,,38.21Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",06,"Collecte, traitement et élimination des déchets ; récupération",05,Incinération des déchets non dangereux et production de cendres et scories associée.,00,,"collecteur, recycleur,incinérateur","déchet,détritus, cendres,scories, recyclage, incinération, combustion, carbone",,,,04060500,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,38.21Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",06,"Collecte, traitement et élimination des déchets ; récupération",06,Traitement et élimination des déchets dangereux,00,,"collecteur, recycleur,incinérateur","huiles usagées de navires, de garages
huiles et graisses de cuisson usagées
déchets biologiques dangereux, animaux morts, toxique, contaminé, déchet, détritus,reste,, nocif,

piles usagées",,,,04060600,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,38.22Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",06,"Collecte, traitement et élimination des déchets ; récupération",07,Traitement et élimination de déchets nucléaires radioactifs.,00,,"collecteur, recycleur,incinérateur","déchets nucléaires, radioactif,déchet, matière, fusion",,,,04060700,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,38.22Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",06,"Collecte, traitement et élimination des déchets ; récupération",08,Démantèlement d'épaves,00,,épaviste,"épave, casse, véhicule, automobiles, navires, ordinateurs, télévisions, récupération, pièce, transformation, mécanique, chimique",,,,04060800,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,38.31Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",06,"Collecte, traitement et élimination des déchets ; récupération",09,Récupération de déchets triés,00,,"récupérateur, récycleur","recyclage, déchet, tri, ",,,,04060900,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,38.32Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",07,Dépollution et autres services de gestion des déchets,00,,00,,dépollueur,"dépollution, déchet, traitement, gestion",,,,04070000,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,38.32Z  ; 39.00Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,"Réseaux de production, de distribution et de traitement des fluides et des déchets ",08,Désamiantage.,00,,00,,désamianteur,"amiante, désamantiage",,,,04080000,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,39.00Z,"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,01,Promotion immobilière,01,Promotion immobilière de bureaux,00,,promoteur,"immobilier, maison, appartement, promotion, terrain, publicité, annonce",,,,05010100,,ACOSS,,LIBERALE_NON_REGLEMENTEE,LIBERALE_NON_REGLEMENTEE,AGRICOLE (NON ACTIF),,41.10A  ; 41.10B  ; 41.10C  ; 41.10D,"""22""",Micro BIC,,,,,"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>",,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,01,Promotion immobilière,02,Promotion immobilière de logements,00,,,,,,,05010200,,ACOSS,,LIBERALE_NON_REGLEMENTEE,LIBERALE_NON_REGLEMENTEE,AGRICOLE (NON ACTIF),,41.10A  ; 41.10B  ; 41.10C  ; 41.10D,"""23""",Micro BIC,,,,,"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>",,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,01,Promotion immobilière,03,Promotion immobilière d'autres bâtiments,00,,,,,,,05010300,,ACOSS,,LIBERALE_NON_REGLEMENTEE,LIBERALE_NON_REGLEMENTEE,AGRICOLE (NON ACTIF),,41.10A  ; 41.10B  ; 41.10C  ; 41.10D,"""24""",Micro BIC,,,,,"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>",,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,02,Construction et réhabilitation de bâtiments résidentiels et non résidentiels,00,,00,,"constructeur, maitre d'œuvre","travaux, batiment, construction, ensemble, résidence,",,,,05020000,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,41.20A  ; 41.20B,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,03,Génie civil,01,Construction de routes et de voies ferrées ,00,,"maçon, ouvrier, batisseur, maitre d'œuvre, constructeur","route, réseau, construction, voie, ferrée, rail, axe",,,,05030100,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,42.11Z  ; 42.12Z  ; 42.13A  ; 42.13B,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,03,Génie civil,02,Construction d’installations de réseaux pour fluides.,00,,"maçon, ouvrier, batisseur, maitre d'œuvre, constructeur","pipeline, conduites, canalisations, irrigation, canal, réservoirs, construction, fabrication, élaboration, station, assainissement, pompage, épuration",,,,05030200,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,42.21Z,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,03,Génie civil,03,Forage des puits d’eau.,00,,foreur,"puits, trou, forage, creuser",,,,05030300,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,42.21Z,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,03,Génie civil,04,Construction de centrales électriques.,00,,électricien,"construction, élaboration, centrale, électrique",,,,05030400,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,42.22Z,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,03,Génie civil,05,Construction de lignes électriques et de télécommunication.,00,,électricien,"ligne, cable, électrique, construction, pylone, téléphone, electricité, réseau, signal, câbles, sous-marin",,,,05030500,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,42.22Z,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,03,Génie civil,06,Construction d’ouvrages maritimes et fluviaux.,01,Au service exclusif des exploitations agricoles,"maçon, ouvrier, batisseur, maitre d'œuvre, constructeur, maritime, fluvial","agricole, canal, bassin, réservoir, irrigation",,,,05030601,,MSA,,AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),,42.91Z,"""14""",Micro BIC ,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,03,Génie civil,06,Construction d’ouvrages maritimes et fluviaux.,02,Autre,"maçon, ouvrier, batisseur, maitre d'œuvre, constructeur"," canal, bassin, réservoir, irrigation",,,,05030602,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,42.91Z,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,03,Génie civil,07,Construction d'autres ouvrages de génie civil ,01,Au service exclusif des exploitations agricoles,"maçon, ouvrier, batisseur, maitre d'œuvre, constructeur","ouvrage, génie civil, agricole",,,,05030701,,MSA,,AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),,42.92Z  ; 42.99Z,"""14""",Micro BIC ,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,03,Génie civil,07,Construction d'autres ouvrages de génie civil ,02,Autre,"maçon, ouvrier, batisseur, maitre d'œuvre, constructeur","ouvrage, génie civil, agricole",,,,05030702,,ACOSS,,ARTISANALE,COMMERCIALE,Non applicable,,42.92Z  ; 42.99Z,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
